scenario,family,phase,criu_opts,pre_dump,post_dump,restore_mem_mib,hub_mode,launch_ok,dump_rc,restore_rc,img_kib,v_pong,v_stat,v_hub,v_tcp,v_live5,v_resume,rereg_ms,verdict,world,dump_err,restore_err
S018hub4.tcp___ready,S,ready,tcp_est,none,none,0,normal,1,1,na,132,na,na,na,na,na,na,na,dump_fail,"","(00.107270) Error (criu/fsnotify.c:284): fsnotify: 	Can't dump that handle",""
S018hub4.tcp___steady,S,steady,tcp_est,none,none,0,normal,1,1,na,132,na,na,na,na,na,na,na,dump_fail,"","(00.193656) Error (criu/fsnotify.c:284): fsnotify: 	Can't dump that handle",""
S019hub4.file__init,S,init,filelocks,none,none,0,normal,1,0,0,284,na,na,na,na,na,resumed_to_ready,na,ok,"","",""
S019hub4.file__db_open,S,db_open,filelocks,none,none,0,normal,1,0,0,284,na,na,na,na,na,resumed_to_ready,na,ok,"","",""
S019hub4.file__db_read,S,db_read,filelocks,none,none,0,normal,1,0,0,1304,na,na,na,na,na,resumed_to_ready,na,ok,"","",""
S019hub4.file__db_read_p25,S,db_read_p25,filelocks,none,none,0,normal,1,0,0,1304,na,na,na,na,na,resumed_to_ready,na,ok,"","",""
S019hub4.file__db_read_p50,S,db_read_p50,filelocks,none,none,0,normal,1,0,0,1304,na,na,na,na,na,resumed_to_ready,na,ok,"","",""
S019hub4.file__db_read_p75,S,db_read_p75,filelocks,none,none,0,normal,1,0,0,1304,na,na,na,na,na,resumed_to_ready,na,ok,"","",""
S019hub4.file__db_parse,S,db_parse,filelocks,none,none,0,normal,1,0,0,1304,na,na,na,na,na,resumed_to_ready,na,ok,"","",""
S019hub4.file__db_parse_p25,S,db_parse_p25,filelocks,none,none,0,normal,1,0,0,1300,na,na,na,na,na,resumed_to_ready,na,ok,"","",""
S019hub4.file__db_parse_p50,S,db_parse_p50,filelocks,none,none,0,normal,1,0,0,1300,na,na,na,na,na,resumed_to_ready,na,ok,"","",""
S019hub4.file__db_parse_p75,S,db_parse_p75,filelocks,none,none,0,normal,1,0,0,1300,na,na,na,na,na,resumed_to_ready,na,ok,"","",""
S019hub4.file__epg_index,S,epg_index,filelocks,none,none,0,normal,1,0,0,13596,na,na,na,na,na,resumed_to_ready,na,ok,"","",""
S019hub4.file__epg_index_p25,S,epg_index_p25,filelocks,none,none,0,normal,1,0,0,4376,na,na,na,na,na,resumed_to_ready,na,ok,"","",""
S019hub4.file__epg_index_p50,S,epg_index_p50,filelocks,none,none,0,normal,1,0,0,7452,na,na,na,na,na,resumed_to_ready,na,ok,"","",""
S019hub4.file__epg_index_p75,S,epg_index_p75,filelocks,none,none,0,normal,1,0,0,10524,na,na,na,na,na,resumed_to_ready,na,ok,"","",""
S019hub4.file__epg_text,S,epg_text,filelocks,none,none,0,normal,1,0,0,13596,na,na,na,na,na,resumed_to_ready,na,ok,"","",""
S019hub4.file__epg_reserve,S,epg_reserve,filelocks,none,none,0,normal,1,0,0,13596,na,na,na,na,na,resumed_to_ready,na,ok,"","",""
S019hub4.file__hub_conn1,S,hub_conn1,filelocks,none,none,0,normal,1,1,na,13592,na,na,na,na,na,na,na,dump_fail,"","(00.186143) Error (criu/sk-unix.c:874): unix: External socket is used. Consider using --ext-unix-sk option.",""
S019hub4.file__hub_conn2,S,hub_conn2,filelocks,none,none,0,normal,1,1,na,13592,na,na,na,na,na,na,na,dump_fail,"","(00.088657) Error (criu/sk-unix.c:874): unix: External socket is used. Consider using --ext-unix-sk option.",""
S019hub4.file__hub_conn3,S,hub_conn3,filelocks,none,none,0,normal,1,1,na,13588,na,na,na,na,na,na,na,dump_fail,"","(00.158553) Error (criu/sk-unix.c:874): unix: External socket is used. Consider using --ext-unix-sk option.",""
S019hub4.file__hub_conn4,S,hub_conn4,filelocks,none,none,0,normal,1,1,na,13596,na,na,na,na,na,na,na,dump_fail,"","(00.081455) Error (criu/sk-unix.c:874): unix: External socket is used. Consider using --ext-unix-sk option.",""
S019hub4.file__hub_subscribed,S,hub_subscribed,filelocks,none,none,0,normal,1,1,na,13596,na,na,na,na,na,na,na,dump_fail,"","(00.221005) Error (criu/sk-unix.c:874): unix: External socket is used. Consider using --ext-unix-sk option.",""
S019hub4.file__timer_armed,S,timer_armed,filelocks,none,none,0,normal,1,1,na,13596,na,na,na,na,na,na,na,dump_fail,"","(00.149808) Error (criu/sk-unix.c:874): unix: External socket is used. Consider using --ext-unix-sk option.",""
S019hub4.file__db_watch,S,db_watch,filelocks,none,none,0,normal,1,1,na,132,na,na,na,na,na,na,na,dump_fail,"","(00.109212) Error (criu/fsnotify.c:284): fsnotify: 	Can't dump that handle",""
S019hub4.file__ready,S,ready,filelocks,none,none,0,normal,1,1,na,132,na,na,na,na,na,na,na,dump_fail,"","(00.156309) Error (criu/fsnotify.c:284): fsnotify: 	Can't dump that handle",""
S019hub4.file__steady,S,steady,filelocks,none,none,0,normal,1,1,na,132,na,na,na,na,na,na,na,dump_fail,"","(00.147479) Error (criu/fsnotify.c:284): fsnotify: 	Can't dump that handle",""
S020hub4.perm__init,S,init,permissive,none,none,0,normal,1,0,0,284,na,na,na,na,na,resumed_to_ready,na,ok,"","",""
S020hub4.perm__db_open,S,db_open,permissive,none,none,0,normal,1,0,0,284,na,na,na,na,na,resumed_to_ready,na,ok,"","",""
S020hub4.perm__db_read,S,db_read,permissive,none,none,0,normal,1,0,0,1304,na,na,na,na,na,resumed_to_ready,na,ok,"","",""
S020hub4.perm__db_read_p25,S,db_read_p25,permissive,none,none,0,normal,1,0,0,1304,na,na,na,na,na,resumed_to_ready,na,ok,"","",""
S020hub4.perm__db_read_p50,S,db_read_p50,permissive,none,none,0,normal,1,0,0,1304,na,na,na,na,na,resumed_to_ready,na,ok,"","",""
S020hub4.perm__db_read_p75,S,db_read_p75,permissive,none,none,0,normal,1,0,0,1304,na,na,na,na,na,resumed_to_ready,na,ok,"","",""
S020hub4.perm__db_parse,S,db_parse,permissive,none,none,0,normal,1,0,0,1304,na,na,na,na,na,resumed_to_ready,na,ok,"","",""
S020hub4.perm__db_parse_p25,S,db_parse_p25,permissive,none,none,0,normal,1,0,0,1300,na,na,na,na,na,resumed_to_ready,na,ok,"","",""
S020hub4.perm__db_parse_p50,S,db_parse_p50,permissive,none,none,0,normal,1,0,0,1304,na,na,na,na,na,resumed_to_ready,na,ok,"","",""
S020hub4.perm__db_parse_p75,S,db_parse_p75,permissive,none,none,0,normal,1,0,0,1304,na,na,na,na,na,resumed_to_ready,na,ok,"","",""
S020hub4.perm__epg_index,S,epg_index,permissive,none,none,0,normal,1,0,0,13596,na,na,na,na,na,resumed_to_ready,na,ok,"","",""
S020hub4.perm__epg_index_p25,S,epg_index_p25,permissive,none,none,0,normal,1,0,0,4380,na,na,na,na,na,resumed_to_ready,na,ok,"","",""
S020hub4.perm__epg_index_p50,S,epg_index_p50,permissive,none,none,0,normal,1,0,0,7452,na,na,na,na,na,resumed_to_ready,na,ok,"","",""
S020hub4.perm__epg_index_p75,S,epg_index_p75,permissive,none,none,0,normal,1,0,0,10524,na,na,na,na,na,resumed_to_ready,na,ok,"","",""
S020hub4.perm__epg_text,S,epg_text,permissive,none,none,0,normal,1,0,0,13596,na,na,na,na,na,resumed_to_ready,na,ok,"","",""
S020hub4.perm__epg_reserve,S,epg_reserve,permissive,none,none,0,normal,1,0,0,13596,na,na,na,na,na,resumed_to_ready,na,ok,"","",""
S020hub4.perm__hub_conn1,S,hub_conn1,permissive,none,none,0,normal,1,1,na,13592,na,na,na,na,na,na,na,dump_fail,"","(00.141504) Error (criu/sk-unix.c:881): unix: Can't dump half of stream unix connection. name: (null); peer name: ",""
S020hub4.perm__hub_conn2,S,hub_conn2,permissive,none,none,0,normal,1,1,na,13592,na,na,na,na,na,na,na,dump_fail,"","(00.152190) Error (criu/sk-unix.c:881): unix: Can't dump half of stream unix connection. name: (null); peer name: ",""
S020hub4.perm__hub_conn3,S,hub_conn3,permissive,none,none,0,normal,1,1,na,13592,na,na,na,na,na,na,na,dump_fail,"","(00.147463) Error (criu/sk-unix.c:881): unix: Can't dump half of stream unix connection. name: (null); peer name: ",""
S020hub4.perm__hub_conn4,S,hub_conn4,permissive,none,none,0,normal,1,1,na,13596,na,na,na,na,na,na,na,dump_fail,"","(00.184081) Error (criu/sk-unix.c:881): unix: Can't dump half of stream unix connection. name: (null); peer name: ",""
S020hub4.perm__hub_subscribed,S,hub_subscribed,permissive,none,none,0,normal,1,1,na,13596,na,na,na,na,na,na,na,dump_fail,"","(00.191786) Error (criu/sk-unix.c:881): unix: Can't dump half of stream unix connection. name: (null); peer name: ",""
S020hub4.perm__timer_armed,S,timer_armed,permissive,none,none,0,normal,1,1,na,13596,na,na,na,na,na,na,na,dump_fail,"","(00.159460) Error (criu/sk-unix.c:881): unix: Can't dump half of stream unix connection. name: (null); peer name: ",""
S020hub4.perm__db_watch,S,db_watch,permissive,none,none,0,normal,1,1,na,132,na,na,na,na,na,na,na,dump_fail,"","(00.146838) Error (criu/fsnotify.c:284): fsnotify: 	Can't dump that handle",""
S020hub4.perm__ready,S,ready,permissive,none,none,0,normal,1,1,na,132,na,na,na,na,na,na,na,dump_fail,"","(00.173372) Error (criu/fsnotify.c:284): fsnotify: 	Can't dump that handle",""
S020hub4.perm__steady,S,steady,permissive,none,none,0,normal,1,1,na,132,na,na,na,na,na,na,na,dump_fail,"","(00.167928) Error (criu/fsnotify.c:284): fsnotify: 	Can't dump that handle",""
S021hub8.stri__init,S,init,strict,none,none,0,normal,1,0,0,284,na,na,na,na,na,resumed_to_ready,na,ok,"","",""
S021hub8.stri__db_open,S,db_open,strict,none,none,0,normal,1,0,0,284,na,na,na,na,na,resumed_to_ready,na,ok,"","",""
S021hub8.stri__db_read,S,db_read,strict,none,none,0,normal,1,0,0,1304,na,na,na,na,na,resumed_to_ready,na,ok,"","",""
S021hub8.stri__db_read_p25,S,db_read_p25,strict,none,none,0,normal,1,0,0,1304,na,na,na,na,na,resumed_to_ready,na,ok,"","",""
S021hub8.stri__db_read_p50,S,db_read_p50,strict,none,none,0,normal,1,0,0,1300,na,na,na,na,na,resumed_to_ready,na,ok,"","",""
S021hub8.stri__db_read_p75,S,db_read_p75,strict,none,none,0,normal,1,0,0,1304,na,na,na,na,na,resumed_to_ready,na,ok,"","",""
S021hub8.stri__db_parse,S,db_parse,strict,none,none,0,normal,1,0,0,1304,na,na,na,na,na,resumed_to_ready,na,ok,"","",""
S021hub8.stri__db_parse_p25,S,db_parse_p25,strict,none,none,0,normal,1,0,0,1304,na,na,na,na,na,resumed_to_ready,na,ok,"","",""
S021hub8.stri__db_parse_p50,S,db_parse_p50,strict,none,none,0,normal,1,0,0,1304,na,na,na,na,na,resumed_to_ready,na,ok,"","",""
S021hub8.stri__db_parse_p75,S,db_parse_p75,strict,none,none,0,normal,1,0,0,1304,na,na,na,na,na,resumed_to_ready,na,ok,"","",""
S021hub8.stri__epg_index,S,epg_index,strict,none,none,0,normal,1,0,0,13596,na,na,na,na,na,resumed_to_ready,na,ok,"","",""
S021hub8.stri__epg_index_p25,S,epg_index_p25,strict,none,none,0,normal,1,0,0,4376,na,na,na,na,na,resumed_to_ready,na,ok,"","",""
S021hub8.stri__epg_index_p50,S,epg_index_p50,strict,none,none,0,normal,1,0,0,7452,na,na,na,na,na,resumed_to_ready,na,ok,"","",""
S021hub8.stri__epg_index_p75,S,epg_index_p75,strict,none,none,0,normal,1,0,0,10524,na,na,na,na,na,resumed_to_ready,na,ok,"","",""
S021hub8.stri__epg_text,S,epg_text,strict,none,none,0,normal,1,0,0,13596,na,na,na,na,na,resumed_to_ready,na,ok,"","",""
S021hub8.stri__epg_reserve,S,epg_reserve,strict,none,none,0,normal,1,0,0,13596,na,na,na,na,na,resumed_to_ready,na,ok,"","",""
S021hub8.stri__hub_conn1,S,hub_conn1,strict,none,none,0,normal,1,1,na,13592,na,na,na,na,na,na,na,dump_fail,"","(00.128396) Error (criu/sk-unix.c:874): unix: External socket is used. Consider using --ext-unix-sk option.",""
S021hub8.stri__hub_conn2,S,hub_conn2,strict,none,none,0,normal,1,1,na,13592,na,na,na,na,na,na,na,dump_fail,"","(00.142972) Error (criu/sk-unix.c:874): unix: External socket is used. Consider using --ext-unix-sk option.",""
S021hub8.stri__hub_conn3,S,hub_conn3,strict,none,none,0,normal,1,1,na,13592,na,na,na,na,na,na,na,dump_fail,"","(00.171164) Error (criu/sk-unix.c:874): unix: External socket is used. Consider using --ext-unix-sk option.",""
S021hub8.stri__hub_conn4,S,hub_conn4,strict,none,none,0,normal,1,1,na,13596,na,na,na,na,na,na,na,dump_fail,"","(00.171221) Error (criu/sk-unix.c:874): unix: External socket is used. Consider using --ext-unix-sk option.",""
S021hub8.stri__hub_subscribed,S,hub_subscribed,strict,none,none,0,normal,1,1,na,13596,na,na,na,na,na,na,na,dump_fail,"","(00.198342) Error (criu/sk-unix.c:874): unix: External socket is used. Consider using --ext-unix-sk option.",""
S021hub8.stri__timer_armed,S,timer_armed,strict,none,none,0,normal,1,1,na,13596,na,na,na,na,na,na,na,dump_fail,"","(00.177812) Error (criu/sk-unix.c:874): unix: External socket is used. Consider using --ext-unix-sk option.",""
S021hub8.stri__db_watch,S,db_watch,strict,none,none,0,normal,1,1,na,136,na,na,na,na,na,na,na,dump_fail,"","(00.163348) Error (criu/fsnotify.c:284): fsnotify: 	Can't dump that handle",""
S021hub8.stri__ready,S,ready,strict,none,none,0,normal,1,1,na,136,na,na,na,na,na,na,na,dump_fail,"","(00.148637) Error (criu/fsnotify.c:284): fsnotify: 	Can't dump that handle",""
S021hub8.stri__steady,S,steady,strict,none,none,0,normal,1,1,na,136,na,na,na,na,na,na,na,dump_fail,"","(00.188100) Error (criu/fsnotify.c:284): fsnotify: 	Can't dump that handle",""
S022hub8.ext___init,S,init,ext_unix,none,none,0,normal,1,0,0,284,na,na,na,na,na,resumed_to_ready,na,ok,"","",""
S022hub8.ext___db_open,S,db_open,ext_unix,none,none,0,normal,1,0,0,284,na,na,na,na,na,resumed_to_ready,na,ok,"","",""
S022hub8.ext___db_read,S,db_read,ext_unix,none,none,0,normal,1,0,0,1304,na,na,na,na,na,resumed_to_ready,na,ok,"","",""
S022hub8.ext___db_read_p25,S,db_read_p25,ext_unix,none,none,0,normal,1,0,0,1304,na,na,na,na,na,resumed_to_ready,na,ok,"","",""
S022hub8.ext___db_read_p50,S,db_read_p50,ext_unix,none,none,0,normal,1,0,0,1304,na,na,na,na,na,resumed_to_ready,na,ok,"","",""
S022hub8.ext___db_read_p75,S,db_read_p75,ext_unix,none,none,0,normal,1,0,0,1304,na,na,na,na,na,resumed_to_ready,na,ok,"","",""
S022hub8.ext___db_parse,S,db_parse,ext_unix,none,none,0,normal,1,0,0,1304,na,na,na,na,na,resumed_to_ready,na,ok,"","",""
S022hub8.ext___db_parse_p25,S,db_parse_p25,ext_unix,none,none,0,normal,1,0,0,1304,na,na,na,na,na,resumed_to_ready,na,ok,"","",""
S022hub8.ext___db_parse_p50,S,db_parse_p50,ext_unix,none,none,0,normal,1,0,0,1304,na,na,na,na,na,resumed_to_ready,na,ok,"","",""
S022hub8.ext___db_parse_p75,S,db_parse_p75,ext_unix,none,none,0,normal,1,0,0,1304,na,na,na,na,na,resumed_to_ready,na,ok,"","",""
S022hub8.ext___epg_index,S,epg_index,ext_unix,none,none,0,normal,1,0,0,13596,na,na,na,na,na,resumed_to_ready,na,ok,"","",""
S022hub8.ext___epg_index_p25,S,epg_index_p25,ext_unix,none,none,0,normal,1,0,0,4380,na,na,na,na,na,resumed_to_ready,na,ok,"","",""
S022hub8.ext___epg_index_p50,S,epg_index_p50,ext_unix,none,none,0,normal,1,0,0,7452,na,na,na,na,na,resumed_to_ready,na,ok,"","",""
S022hub8.ext___epg_index_p75,S,epg_index_p75,ext_unix,none,none,0,normal,1,0,0,10524,na,na,na,na,na,resumed_to_ready,na,ok,"","",""
S022hub8.ext___epg_text,S,epg_text,ext_unix,none,none,0,normal,1,0,0,13596,na,na,na,na,na,resumed_to_ready,na,ok,"","",""
S022hub8.ext___epg_reserve,S,epg_reserve,ext_unix,none,none,0,normal,1,0,0,13596,na,na,na,na,na,resumed_to_ready,na,ok,"","",""
S022hub8.ext___hub_conn1,S,hub_conn1,ext_unix,none,none,0,normal,1,1,na,13592,na,na,na,na,na,na,na,dump_fail,"","(00.192126) Error (criu/sk-unix.c:881): unix: Can't dump half of stream unix connection. name: (null); peer name: ",""
S022hub8.ext___hub_conn2,S,hub_conn2,ext_unix,none,none,0,normal,1,1,na,13588,na,na,na,na,na,na,na,dump_fail,"","(00.151457) Error (criu/sk-unix.c:881): unix: Can't dump half of stream unix connection. name: (null); peer name: ",""
S022hub8.ext___hub_conn3,S,hub_conn3,ext_unix,none,none,0,normal,1,1,na,13596,na,na,na,na,na,na,na,dump_fail,"","(00.163295) Error (criu/sk-unix.c:881): unix: Can't dump half of stream unix connection. name: (null); peer name: ",""
S022hub8.ext___hub_conn4,S,hub_conn4,ext_unix,none,none,0,normal,1,1,na,13596,na,na,na,na,na,na,na,dump_fail,"","(00.159901) Error (criu/sk-unix.c:881): unix: Can't dump half of stream unix connection. name: (null); peer name: ",""
S022hub8.ext___hub_subscribed,S,hub_subscribed,ext_unix,none,none,0,normal,1,1,na,13596,na,na,na,na,na,na,na,dump_fail,"","(00.183097) Error (criu/sk-unix.c:881): unix: Can't dump half of stream unix connection. name: (null); peer name: ",""
S022hub8.ext___timer_armed,S,timer_armed,ext_unix,none,none,0,normal,1,1,na,13596,na,na,na,na,na,na,na,dump_fail,"","(00.167248) Error (criu/sk-unix.c:881): unix: Can't dump half of stream unix connection. name: (null); peer name: ",""
S022hub8.ext___db_watch,S,db_watch,ext_unix,none,none,0,normal,1,1,na,136,na,na,na,na,na,na,na,dump_fail,"","(00.162192) Error (criu/fsnotify.c:284): fsnotify: 	Can't dump that handle",""
S022hub8.ext___ready,S,ready,ext_unix,none,none,0,normal,1,1,na,136,na,na,na,na,na,na,na,dump_fail,"","(00.188563) Error (criu/fsnotify.c:284): fsnotify: 	Can't dump that handle",""
S022hub8.ext___steady,S,steady,ext_unix,none,none,0,normal,1,1,na,136,na,na,na,na,na,na,na,dump_fail,"","(00.199704) Error (criu/fsnotify.c:284): fsnotify: 	Can't dump that handle",""
S023hub8.tcp___init,S,init,tcp_est,none,none,0,normal,1,0,0,280,na,na,na,na,na,resumed_to_ready,na,ok,"","",""
S023hub8.tcp___db_open,S,db_open,tcp_est,none,none,0,normal,1,0,0,284,na,na,na,na,na,resumed_to_ready,na,ok,"","",""
S023hub8.tcp___db_read,S,db_read,tcp_est,none,none,0,normal,1,0,0,1304,na,na,na,na,na,resumed_to_ready,na,ok,"","",""
S023hub8.tcp___db_read_p25,S,db_read_p25,tcp_est,none,none,0,normal,1,0,0,1304,na,na,na,na,na,resumed_to_ready,na,ok,"","",""
S023hub8.tcp___db_read_p50,S,db_read_p50,tcp_est,none,none,0,normal,1,0,0,1304,na,na,na,na,na,resumed_to_ready,na,ok,"","",""
S023hub8.tcp___db_read_p75,S,db_read_p75,tcp_est,none,none,0,normal,1,0,0,1304,na,na,na,na,na,resumed_to_ready,na,ok,"","",""
S023hub8.tcp___db_parse,S,db_parse,tcp_est,none,none,0,normal,1,0,0,1308,na,na,na,na,na,resumed_to_ready,na,ok,"","",""
S023hub8.tcp___db_parse_p25,S,db_parse_p25,tcp_est,none,none,0,normal,1,0,0,1304,na,na,na,na,na,resumed_to_ready,na,ok,"","",""
S023hub8.tcp___db_parse_p50,S,db_parse_p50,tcp_est,none,none,0,normal,1,0,0,1300,na,na,na,na,na,resumed_to_ready,na,ok,"","",""
S023hub8.tcp___db_parse_p75,S,db_parse_p75,tcp_est,none,none,0,normal,1,0,0,1304,na,na,na,na,na,resumed_to_ready,na,ok,"","",""
S023hub8.tcp___epg_index,S,epg_index,tcp_est,none,none,0,normal,1,0,0,13596,na,na,na,na,na,resumed_to_ready,na,ok,"","",""
S023hub8.tcp___epg_index_p25,S,epg_index_p25,tcp_est,none,none,0,normal,1,0,0,4380,na,na,na,na,na,resumed_to_ready,na,ok,"","",""
S023hub8.tcp___epg_index_p50,S,epg_index_p50,tcp_est,none,none,0,normal,1,0,0,7448,na,na,na,na,na,resumed_to_ready,na,ok,"","",""
S023hub8.tcp___epg_index_p75,S,epg_index_p75,tcp_est,none,none,0,normal,1,0,0,10528,na,na,na,na,na,resumed_to_ready,na,ok,"","",""
S023hub8.tcp___epg_text,S,epg_text,tcp_est,none,none,0,normal,1,0,0,13596,na,na,na,na,na,resumed_to_ready,na,ok,"","",""
S023hub8.tcp___epg_reserve,S,epg_reserve,tcp_est,none,none,0,normal,1,0,0,13600,na,na,na,na,na,resumed_to_ready,na,ok,"","",""
S023hub8.tcp___hub_conn1,S,hub_conn1,tcp_est,none,none,0,normal,1,1,na,13592,na,na,na,na,na,na,na,dump_fail,"","(00.158405) Error (criu/sk-unix.c:874): unix: External socket is used. Consider using --ext-unix-sk option.",""
S023hub8.tcp___hub_conn2,S,hub_conn2,tcp_est,none,none,0,normal,1,1,na,13592,na,na,na,na,na,na,na,dump_fail,"","(00.145458) Error (criu/sk-unix.c:874): unix: External socket is used. Consider using --ext-unix-sk option.",""
S023hub8.tcp___hub_conn3,S,hub_conn3,tcp_est,none,none,0,normal,1,1,na,13592,na,na,na,na,na,na,na,dump_fail,"","(00.126463) Error (criu/sk-unix.c:874): unix: External socket is used. Consider using --ext-unix-sk option.",""
S023hub8.tcp___hub_conn4,S,hub_conn4,tcp_est,none,none,0,normal,1,1,na,13596,na,na,na,na,na,na,na,dump_fail,"","(00.141860) Error (criu/sk-unix.c:874): unix: External socket is used. Consider using --ext-unix-sk option.",""
S023hub8.tcp___hub_subscribed,S,hub_subscribed,tcp_est,none,none,0,normal,1,1,na,13596,na,na,na,na,na,na,na,dump_fail,"","(00.163533) Error (criu/sk-unix.c:874): unix: External socket is used. Consider using --ext-unix-sk option.",""
S023hub8.tcp___timer_armed,S,timer_armed,tcp_est,none,none,0,normal,1,1,na,13596,na,na,na,na,na,na,na,dump_fail,"","(00.150962) Error (criu/sk-unix.c:874): unix: External socket is used. Consider using --ext-unix-sk option.",""
S023hub8.tcp___db_watch,S,db_watch,tcp_est,none,none,0,normal,1,1,na,136,na,na,na,na,na,na,na,dump_fail,"","(00.155359) Error (criu/fsnotify.c:284): fsnotify: 	Can't dump that handle",""
S023hub8.tcp___ready,S,ready,tcp_est,none,none,0,normal,1,1,na,136,na,na,na,na,na,na,na,dump_fail,"","(00.180059) Error (criu/fsnotify.c:284): fsnotify: 	Can't dump that handle",""
S023hub8.tcp___steady,S,steady,tcp_est,none,none,0,normal,1,1,na,136,na,na,na,na,na,na,na,dump_fail,"","(00.171013) Error (criu/fsnotify.c:284): fsnotify: 	Can't dump that handle",""
S024hub8.file__init,S,init,filelocks,none,none,0,normal,1,0,0,280,na,na,na,na,na,resumed_to_ready,na,ok,"","",""
S024hub8.file__db_open,S,db_open,filelocks,none,none,0,normal,1,0,0,280,na,na,na,na,na,resumed_to_ready,na,ok,"","",""
S024hub8.file__db_read,S,db_read,filelocks,none,none,0,normal,1,0,0,1300,na,na,na,na,na,resumed_to_ready,na,ok,"","",""
S024hub8.file__db_read_p25,S,db_read_p25,filelocks,none,none,0,normal,1,0,0,1304,na,na,na,na,na,resumed_to_ready,na,ok,"","",""
S024hub8.file__db_read_p50,S,db_read_p50,filelocks,none,none,0,normal,1,0,0,1304,na,na,na,na,na,resumed_to_ready,na,ok,"","",""
S024hub8.file__db_read_p75,S,db_read_p75,filelocks,none,none,0,normal,1,0,0,1304,na,na,na,na,na,resumed_to_ready,na,ok,"","",""
S024hub8.file__db_parse,S,db_parse,filelocks,none,none,0,normal,1,0,0,1304,na,na,na,na,na,resumed_to_ready,na,ok,"","",""
S024hub8.file__db_parse_p25,S,db_parse_p25,filelocks,none,none,0,normal,1,0,0,1304,na,na,na,na,na,resumed_to_ready,na,ok,"","",""
S024hub8.file__db_parse_p50,S,db_parse_p50,filelocks,none,none,0,normal,1,0,0,1304,na,na,na,na,na,resumed_to_ready,na,ok,"","",""
S024hub8.file__db_parse_p75,S,db_parse_p75,filelocks,none,none,0,normal,1,0,0,1304,na,na,na,na,na,resumed_to_ready,na,ok,"","",""
S024hub8.file__epg_index,S,epg_index,filelocks,none,none,0,normal,1,0,0,13596,na,na,na,na,na,resumed_to_ready,na,ok,"","",""
S024hub8.file__epg_index_p25,S,epg_index_p25,filelocks,none,none,0,normal,1,0,0,4380,na,na,na,na,na,resumed_to_ready,na,ok,"","",""
S024hub8.file__epg_index_p50,S,epg_index_p50,filelocks,none,none,0,normal,1,0,0,7452,na,na,na,na,na,resumed_to_ready,na,ok,"","",""
S024hub8.file__epg_index_p75,S,epg_index_p75,filelocks,none,none,0,normal,1,0,0,10528,na,na,na,na,na,resumed_to_ready,na,ok,"","",""
S024hub8.file__epg_text,S,epg_text,filelocks,none,none,0,normal,1,0,0,13592,na,na,na,na,na,resumed_to_ready,na,ok,"","",""
S024hub8.file__epg_reserve,S,epg_reserve,filelocks,none,none,0,normal,1,0,0,13596,na,na,na,na,na,resumed_to_ready,na,ok,"","",""
S024hub8.file__hub_conn1,S,hub_conn1,filelocks,none,none,0,normal,1,1,na,13592,na,na,na,na,na,na,na,dump_fail,"","(00.141631) Error (criu/sk-unix.c:874): unix: External socket is used. Consider using --ext-unix-sk option.",""
S024hub8.file__hub_conn2,S,hub_conn2,filelocks,none,none,0,normal,1,1,na,13592,na,na,na,na,na,na,na,dump_fail,"","(00.130398) Error (criu/sk-unix.c:874): unix: External socket is used. Consider using --ext-unix-sk option.",""
S024hub8.file__hub_conn3,S,hub_conn3,filelocks,none,none,0,normal,1,1,na,13592,na,na,na,na,na,na,na,dump_fail,"","(00.174393) Error (criu/sk-unix.c:874): unix: External socket is used. Consider using --ext-unix-sk option.",""
S024hub8.file__hub_conn4,S,hub_conn4,filelocks,none,none,0,normal,1,1,na,13596,na,na,na,na,na,na,na,dump_fail,"","(00.139590) Error (criu/sk-unix.c:874): unix: External socket is used. Consider using --ext-unix-sk option.",""
S024hub8.file__hub_subscribed,S,hub_subscribed,filelocks,none,none,0,normal,1,1,na,13596,na,na,na,na,na,na,na,dump_fail,"","(00.162355) Error (criu/sk-unix.c:874): unix: External socket is used. Consider using --ext-unix-sk option.",""
S024hub8.file__timer_armed,S,timer_armed,filelocks,none,none,0,normal,1,1,na,13596,na,na,na,na,na,na,na,dump_fail,"","(00.114185) Error (criu/sk-unix.c:874): unix: External socket is used. Consider using --ext-unix-sk option.",""
S024hub8.file__db_watch,S,db_watch,filelocks,none,none,0,normal,1,1,na,136,na,na,na,na,na,na,na,dump_fail,"","(00.140604) Error (criu/fsnotify.c:284): fsnotify: 	Can't dump that handle",""
S024hub8.file__ready,S,ready,filelocks,none,none,0,normal,1,1,na,136,na,na,na,na,na,na,na,dump_fail,"","(00.160063) Error (criu/fsnotify.c:284): fsnotify: 	Can't dump that handle",""
S024hub8.file__steady,S,steady,filelocks,none,none,0,normal,1,1,na,136,na,na,na,na,na,na,na,dump_fail,"","(00.182003) Error (criu/fsnotify.c:284): fsnotify: 	Can't dump that handle",""
S025hub8.perm__init,S,init,permissive,none,none,0,normal,1,0,0,284,na,na,na,na,na,resumed_to_ready,na,ok,"","",""
S025hub8.perm__db_open,S,db_open,permissive,none,none,0,normal,1,0,0,284,na,na,na,na,na,resumed_to_ready,na,ok,"","",""
S025hub8.perm__db_read,S,db_read,permissive,none,none,0,normal,1,0,0,1304,na,na,na,na,na,resumed_to_ready,na,ok,"","",""
S025hub8.perm__db_read_p25,S,db_read_p25,permissive,none,none,0,normal,1,0,0,1308,na,na,na,na,na,resumed_to_ready,na,ok,"","",""
